Luas Tanah,Luas Bangunan,Kamar Tidur,Kamar Mandi,Daya Listrik,Jumlah Lantai,Kecamatan,Sertifikat,Kondisi Perabotan,Kondisi Properti,Hook,Terjangkau Internet,Harga_Asli,Harga_Prediksi,Selisih
200,311,4,5,2200.0,2.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3300000000,3138140000.0,161860000.0
101,136,4,3,1300.0,2.0,krembangan,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Ya,1250000000,1677540277.777778,-427540277.7777779
105,105,3,1,2200.0,2.0,lakarsantri,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,750000000,1369261666.6666665,-619261666.6666665
90,60,2,1,2200.0,1.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Tidak,1300000000,960920000.0,339080000.0
153,194,4,3,2200.0,1.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2700000000,2499000000.0,201000000.0
189,80,1,1,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Tidak,2000000000,1693800000.0,306200000.0
223,660,4,3,2200.0,1.0,sawahan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3600000000,5817300000.0,-2217300000.0
247,379,7,4,4400.0,2.0,tambaksari,HGB - Hak Guna Bangunan,Unfurnished,Bagus Sekali,Unknown,Unknown,3000000000,4738433333.333333,-1738433333.333333
108,112,4,4,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,4900000000,3754000000.0,1146000000.0
96,60,2,1,2200.0,1.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,1200000000,1094850000.0,105150000.0
173,173,3,3,3500.0,1.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2100000000,2735300000.0,-635300000.0
105,90,2,1,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Ya,1100000000,1094755000.0,5245000.0
153,170,3,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,1500000000,3499700000.0,-1999700000.0
71,97,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1350000000,1350000000.0,0.0
120,139,4,3,2200.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,1300000000,2096700000.0,-796700000.0
525,474,3,3,4400.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Tidak,10000000000,9673516666.666668,326483333.33333206
135,255,4,3,3500.0,3.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus Sekali,Unknown,Unknown,3900000000,3527900000.0,372100000.0
67,52,2,1,1300.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,700000000,817050000.0,-117050000.0
160,228,4,4,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Ya,2400000000,3144733333.333333,-744733333.333333
126,238,4,4,3500.0,2.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,3990000000,3758300000.0,231700000.0
170,280,2,3,11000.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2500000000,4034216666.666667,-1534216666.666667
100,120,3,3,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1650000000,1600642854.922855,49357145.0771451
106,125,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Tidak,1850000000,1844108333.333333,5891666.666666985
140,110,3,2,1300.0,1.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1200000000,1393125000.0,-193125000.0
140,140,4,2,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3500000000,2814000000.0,686000000.0
120,176,5,4,2200.0,1.0,pakal,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,1970000000,2060466666.6666665,-90466666.66666651
300,200,4,4,2200.0,2.0,lakarsantri,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,5650000000,4249383333.333333,1400616666.666667
120,70,2,1,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,3900000000,1794952103.1746032,2105047896.8253968
294,400,5,4,3500.0,2.0,krembangan,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Unknown,Unknown,2800000000,5061433333.333333,-2261433333.333333
260,600,6,6,4400.0,3.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,4800000000,6460660000.0,-1660660000.0
453,250,5,3,5500.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,4500000000,5762300000.0,-1262300000.0
150,258,4,3,2200.0,2.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,3700000000,3430233333.333333,269766666.666667
120,190,4,3,2200.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2900000000,2800000000.0,100000000.0
325,320,4,3,3500.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,3600000000,4085600000.0,-485600000.0
87,120,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1700000000,1688600000.0,11400000.0
200,180,4,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,2000000000,1771200000.0,228800000.0
117,120,3,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Ya,2300000000,1833900000.0,466100000.0
105,150,3,3,4400.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Unknown,Unknown,1850000000,1900400000.0,-50400000.0
65,61,3,2,2200.0,1.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,900000000,986180000.0,-86180000.0
94,120,4,2,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,1700000000,1157350000.0,542650000.0
120,52,3,2,2200.0,1.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Unknown,Tidak,Tidak,1400000000,1938289047.6190476,-538289047.6190476
153,117,3,1,2200.0,1.0,tandes,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Ya,1500000000,1754333333.3333335,-254333333.3333335
120,80,3,2,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,975000000,1216140000.0,-241140000.0
115,75,3,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2900000000,3268160000.0,-368160000.0
160,284,3,3,2200.0,2.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,2100000000,2526725000.0,-426725000.0
100,175,4,3,4400.0,2.0,wonocolo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2200000000,2200000000.0,0.0
200,300,5,6,2200.0,2.0,lakarsantri,HGB - Hak Guna Bangunan,Unfurnished,Baru,Ya,Ya,4250000000,4985900000.0,-735900000.0
200,350,4,3,4400.0,2.0,sambikerep,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Baru,Tidak,Ya,5300000000,3906050000.0,1393950000.0
230,300,5,5,2200.0,2.0,sukolilo,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,5500000000,5482900000.0,17100000.0
110,110,4,2,2200.0,1.0,semampir,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,990000000,1168960000.0,-178960000.0
72,150,3,3,4400.0,3.0,gubeng,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,2250000000,2272000000.0,-22000000.0
180,340,4,3,2200.0,2.0,tandes,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,4000000000,3036516666.666666,963483333.333334
63,110,3,2,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1200000000,1148940000.0,51060000.0
128,180,3,3,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3200000000,3315616666.666667,-115616666.66666698
144,150,3,2,2200.0,2.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,3100000000,2278900000.0,821100000.0
100,140,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1700000000,1700000000.0,0.0
320,315,5,5,4400.0,2.0,gayungan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,4490000000,6100700000.0,-1610700000.0
130,135,4,4,2200.0,1.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2000000000,2369500000.0,-369500000.0
65,110,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1200000000,1253349999.9999998,-53349999.99999976
619,619,2,1,2200.0,1.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,4500000000,4500000000.0,0.0
157,100,3,2,3500.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,1900000000,3277900000.0,-1377900000.0
91,150,3,2,2200.0,2.0,sukolilo,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,1700000000,1562516666.6666665,137483333.3333335
300,320,3,3,4400.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3140000000,3904400000.0,-764400000.0
120,139,4,3,2200.0,1.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Butuh Renovasi,Tidak,Ya,2150000000,2081170000.0,68830000.0
115,145,3,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Ya,2970000000,2000000000.0,970000000.0
100,145,3,3,1300.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1720000000,1718132222.2222223,1867777.7777776718
112,110,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Ya,1850000000,1841882777.7777777,8117222.222222328
50,80,3,2,2200.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Ya,800000000,859860000.0,-59860000.0
300,250,5,2,2200.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3900000000,3261560714.285714,638439285.7142859
90,80,3,3,1300.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1700000000,1330750000.0,369250000.0
72,75,3,3,2200.0,2.0,tandes,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,1590000000,1486200000.0,103800000.0
444,600,4,3,4400.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,6700000000,6781000000.0,-81000000.0
77,130,3,2,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1500000000,1500000000.0,0.0
93,135,4,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1950000000,3381400000.0,-1431400000.0
200,200,4,2,5500.0,1.0,sawahan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1600000000,2416400000.0,-816400000.0
64,64,3,2,900.0,3.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,800000000,1127200000.0,-327200000.0
300,375,4,4,2200.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,5750000000,6137400000.0,-387400000.0
118,180,3,3,2200.0,2.0,gayungan,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,2500000000,2606500000.0,-106500000.0
72,72,1,2,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,600000000,739660000.0,-139660000.0
610,610,3,3,4400.0,1.0,sukomanunggal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,7900000000,10558500000.0,-2658500000.0
81,110,3,2,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Ya,1500000000,1513400000.0,-13400000.0
200,110,2,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,1600000000,1555500000.0,44500000.0
140,200,4,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,3400000000,3395500000.0,4500000.0
50,75,3,2,1300.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,675000000,879564166.6666665,-204564166.6666665
125,82,3,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1300000000,1300000000.0,0.0
117,117,4,2,2200.0,1.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,1300000000,1212390000.0,87610000.0
148,100,2,1,2200.0,1.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,975000000,1548379166.666667,-573379166.666667
96,60,3,2,1300.0,1.0,jambangan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1300000000,967000000.0,333000000.0
105,80,3,2,1300.0,1.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Tidak,975000000,3047290000.0,-2072290000.0
65,110,4,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1300000000,1260956637.8066375,39043362.193362474
526,390,2,2,2200.0,2.0,genteng,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,11000000000,10687508333.333332,312491666.66666794
228,190,3,3,3500.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,4100000000,3202683333.333333,897316666.666667
135,170,4,3,4400.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Ya,2400000000,2604750000.0,-204750000.0
75,135,3,3,2200.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1600000000,1600000000.0,0.0
450,360,4,3,4400.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,9000000000,7615190115.440119,1384809884.5598812
120,180,3,3,1300.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2850000000,2877500000.0,-27500000.0
708,1162,6,5,13200.0,3.0,dukuh pakis,HGB - Hak Guna Bangunan,Unfurnished,Butuh Renovasi,Tidak,Tidak,33000000000,21400300000.0,11599700000.0
120,170,5,4,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2500000000,2503019127.611519,-3019127.61151886
135,255,4,3,3500.0,3.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3900000000,3318000000.0,582000000.0
207,180,5,2,2200.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Tidak,1500000000,2453400000.0,-953400000.0
207,220,5,4,2200.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus Sekali,Unknown,Unknown,3500000000,3949375000.0,-449375000.0
135,240,4,3,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1500000000,2752825000.0,-1252825000.0
75,135,3,3,2200.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1600000000,1596040000.0,3960000.0
200,300,5,3,5500.0,1.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2750000000,4242951666.666667,-1492951666.666667
60,120,3,2,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1000000000,1067033333.3333333,-67033333.333333254
296,450,4,3,5500.0,2.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,5500000000,5730383333.333334,-230383333.33333397
200,185,3,2,3500.0,1.0,gubeng,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Tidak,Ya,2000000000,2147800000.0,-147800000.0
147,84,2,2,1300.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1600000000,1578543452.3809524,21456547.61904764
268,263,4,2,2200.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,3300000000,3265900000.0,34100000.0
600,400,4,3,3500.0,1.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,9900000000,10084700000.0,-184700000.0
160,132,3,2,3500.0,2.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2900000000,2410600000.0,489400000.0
119,200,3,2,2200.0,2.0,gubeng,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Baru,Tidak,Ya,1500000000,1650800000.0,-150800000.0
128,176,4,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2550000000,2553083333.333333,-3083333.3333330154
84,74,3,3,2200.0,2.0,sukolilo,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,1000000000,1695716666.666667,-695716666.666667
128,160,3,3,3500.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,1000000000,3066843333.333333,-2066843333.333333
300,375,4,4,2200.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,5750000000,6137400000.0,-387400000.0
105,70,2,1,1300.0,1.0,benowo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,625000000,1015646666.6666665,-390646666.6666665
330,250,4,3,5500.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,7000000000,5698650000.0,1301350000.0
300,400,4,4,3500.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2900000000,3612590000.0,-712590000.0
90,60,3,2,2200.0,2.0,benowo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,600000000,996430000.0,-396430000.0
100,140,3,3,2200.0,2.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1700000000,1700000000.0,0.0
252,240,3,2,3500.0,1.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,1750000000,2658100000.0,-908100000.0
582,600,4,3,2200.0,2.0,dukuh pakis,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,11000000000,11365400000.0,-365400000.0
135,100,3,1,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1550000000,1585600000.0,-35600000.0
65,110,3,2,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Ya,1300000000,1228166666.6666665,71833333.33333349
125,170,3,4,2200.0,2.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1150000000,2639663095.2380953,-1489663095.2380953
78,78,2,1,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,890000000,907563333.3333333,-17563333.333333254
242,130,3,2,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Tidak,16000000000,2332700000.0,13667300000.0
60,94,3,3,3500.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1300000000,1294500000.0,5500000.0
96,74,2,2,3500.0,1.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2200000000,1273850000.0,926150000.0
138,240,3,4,2200.0,2.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Ya,Tidak,950000000,2907750000.0,-1957750000.0
286,162,3,3,3500.0,1.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3500000000,4080900000.0,-580900000.0
126,180,4,3,2200.0,2.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2390000000,3047100000.0,-657100000.0
70,117,3,2,3500.0,2.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1570000000,1369200000.0,200800000.0
450,360,4,3,4400.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,7500000000,8084966666.666666,-584966666.666666
287,400,3,3,10000.0,1.0,gubeng,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Tidak,Tidak,5000000000,4919600000.0,80400000.0
96,80,2,1,1300.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,800000000,899796666.6666665,-99796666.66666651
102,124,4,4,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1670000000,1663600000.0,6400000.0
88,150,4,2,5500.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,2440000000,2593556666.6666665,-153556666.6666665
220,184,7,3,2200.0,1.0,dukuh pakis,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Tidak,Tidak,3500000000,2769200000.0,730800000.0
84,64,3,1,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,900000000,738150000.0,161850000.0
87,120,4,4,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1750000000,1690491666.666667,59508333.333333015
120,190,4,5,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2850000000,2840283333.333334,9716666.66666603
177,250,6,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1600000000,2565300000.0,-965300000.0
600,500,4,3,2200.0,2.0,dukuh pakis,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,20000000000,10249700000.0,9750300000.0
450,415,6,5,6600.0,2.0,gayungan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,12000000000,9831800000.0,2168200000.0
135,190,4,4,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2520000000,2656775000.0,-136775000.0
200,180,4,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1700000000,2218000000.0,-518000000.0
90,70,2,1,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,900000000,892217857.1428572,7782142.857142806
193,230,4,4,2200.0,2.0,pakal,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Tidak,Tidak,3100000000,3100000000.0,0.0
100,145,4,4,4400.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1720000000,1856350000.0,-136350000.0
134,100,5,5,2200.0,1.0,gayungan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1900000000,1972000000.0,-72000000.0
385,225,4,2,3500.0,1.0,wonocolo,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Ya,Tidak,3500000000,4073800000.0,-573800000.0
90,115,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1850000000,1751407857.142857,98592142.85714293
105,150,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1850000000,1851500000.0,-1500000.0
243,158,2,1,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,950000000,2550500000.0,-1600500000.0
85,115,3,3,2200.0,2.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1850000000,1845000000.0,5000000.0
70,79,3,3,2200.0,2.0,sukolilo,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Baru,Tidak,Tidak,1480000000,1423500000.0,56500000.0
90,120,3,1,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1100000000,1055377666.6666665,44622333.33333349
240,100,2,1,2200.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,3500000000,1898333333.333333,1601666666.666667
1000,800,4,4,10600.0,1.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Ya,18000000000,24697000000.0,-6697000000.0
122,71,3,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1900000000,2775475000.0,-875475000.0
105,95,3,1,2200.0,2.0,pakal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1100000000,1170950000.0,-70950000.0
90,88,2,2,2200.0,2.0,sambikerep,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Baru,Tidak,Ya,2200000000,1722325000.0,477675000.0
198,250,4,4,4400.0,2.0,sukolilo,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,4190000000,4184500000.0,5500000.0
128,150,2,2,3300.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1650000000,1858239610.3896103,-208239610.3896103
84,84,3,1,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,800000000,833000000.0,-33000000.0
105,95,3,1,2200.0,1.0,pakal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1100000000,1114400000.0,-14400000.0
76,140,3,2,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1700000000,1616000000.0,84000000.0
200,100,3,2,2200.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1950000000,1913000000.0,37000000.0
90,115,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1850000000,1751407857.142857,98592142.85714293
