Luas Tanah,Luas Bangunan,Kamar Tidur,Kamar Mandi,Daya Listrik,Jumlah Lantai,Kecamatan,Sertifikat,Kondisi Perabotan,Kondisi Properti,Hook,Terjangkau Internet,Harga_Asli,Harga_Prediksi,Selisih
128,128,4,2,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1370000000,2007016666.666667,-637016666.666667
100,60,3,2,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,850000000,1163160000.0,-313160000.0
160,300,5,3,3500.0,2.0,jambangan,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,2750000000,2909600000.0,-159600000.0
82,120,3,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1800000000,1800000000.0,0.0
45,50,2,1,1300.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,800000000,889850000.0,-89850000.0
90,90,3,2,3300.0,1.0,wonocolo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1200000000,1389828571.4285715,-189828571.42857146
108,150,2,2,3500.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,1150000000,2364207142.857143,-1214207142.857143
108,125,3,2,2200.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Bagus Sekali,Unknown,Unknown,2400000000,2390000000.0,10000000.0
90,170,2,4,2200.0,2.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1250000000,1877177857.142857,-627177857.1428571
162,210,4,3,3500.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2700000000,2665959170.128715,34040829.87128496
260,221,5,2,2200.0,1.0,wonocolo,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Tidak,Ya,2250000000,3086400000.0,-836400000.0
285,200,5,2,1300.0,1.0,sawahan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1400000000,3341800000.0,-1941800000.0
238,600,3,2,2200.0,3.0,bubutan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,5500000000,6700700000.0,-1200700000.0
192,300,6,4,4400.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3200000000,2665320952.3809524,534679047.61904764
75,90,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1600000000,1597500000.0,2500000.0
102,106,4,2,2200.0,2.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1200000000,1270250000.0,-70250000.0
300,200,7,2,3500.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2500000000,3854004285.7142854,-1354004285.7142854
189,175,6,2,1300.0,1.0,wonokromo,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Tidak,Ya,1290000000,2001900000.0,-711900000.0
156,256,4,3,5500.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,3050000000,3516366666.666667,-466366666.666667
90,90,2,1,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,900000000,877535000.0,22465000.0
96,110,5,2,2200.0,2.0,jambangan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1400000000,1283320000.0,116680000.0
160,200,5,6,2200.0,2.0,lakarsantri,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,3850000000,2974900000.0,875100000.0
90,115,3,2,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1550000000,1548000000.0,2000000.0
244,240,3,3,4400.0,2.0,wonokromo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3150000000,3956533333.333334,-806533333.333334
90,145,4,3,2200.0,2.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1700000000,1704500000.0,-4500000.0
180,330,6,4,4400.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,4000000000,3899299206.3492064,100700793.65079355
189,320,4,4,2200.0,2.0,dukuh pakis,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,4000000000,4592500000.0,-592500000.0
144,144,3,1,4400.0,1.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1990000000,1808500000.0,181500000.0
119,120,6,5,3300.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1350000000,2535991666.666667,-1185991666.666667
162,108,5,2,3300.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,2600000000,2421000000.0,179000000.0
105,168,3,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3000000000,2070066666.666667,929933333.333333
360,450,3,3,4400.0,2.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,4500000000,5931698333.333334,-1431698333.333334
288,250,3,2,2200.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Unknown,Unknown,3000000000,4062900000.0,-1062900000.0
114,126,3,2,3500.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,3200000000,3054501904.7619047,145498095.23809528
140,200,4,3,2200.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,3400000000,3400000000.0,0.0
140,180,4,1,2200.0,2.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1250000000,2101200000.0,-851200000.0
186,350,4,4,2200.0,2.0,sukolilo,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,5490000000,5438300000.0,51700000.0
202,180,3,1,2200.0,2.0,tambaksari,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,1550000000,1557000000.0,-7000000.0
170,200,4,3,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2950000000,2861133333.333334,88866666.66666603
195,132,3,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,1800000000,1786000000.0,14000000.0
90,98,3,3,2200.0,2.0,wiyung,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Baru,Tidak,Ya,1150000000,2166800000.0,-1016800000.0
160,120,5,1,2200.0,1.0,jambangan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1700000000,1861000000.0,-161000000.0
119,160,3,3,5500.0,2.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2700000000,2727962500.0,-27962500.0
72,73,2,2,2200.0,1.0,pakal,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,1290000000,1447800000.0,-157800000.0
120,80,2,2,1300.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,16500000000,2493866666.6666665,14006133333.333334
790,300,5,2,6600.0,1.0,tegalsari,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,21000000000,21097200000.0,-97200000.0
252,210,3,2,6600.0,1.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1900000000,3087687500.0,-1187687500.0
420,500,5,5,2200.0,1.0,sukomanunggal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,13000000000,11010000000.0,1990000000.0
237,360,4,4,4400.0,2.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,4800000000,4544416666.666667,255583333.33333302
493,300,5,4,2200.0,1.0,tegalsari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,12500000000,9611800000.0,2888200000.0
199,150,3,1,5500.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2000000000,2061800000.0,-61800000.0
375,600,4,4,4400.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,3750000000,6427233333.333334,-2677233333.333334
200,80,3,2,2200.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Tidak,2500000000,1559000000.0,941000000.0
486,165,3,2,6600.0,1.0,tegalsari,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Ya,Ya,13800000000,9644100000.0,4155900000.0
123,100,2,1,2200.0,1.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1200000000,1496400000.0,-296400000.0
120,70,2,1,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Unknown,Unknown,1350000000,1943430436.5079365,-593430436.5079365
180,160,3,3,2200.0,2.0,lakarsantri,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3100000000,2813900000.0,286100000.0
375,400,4,6,6600.0,2.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,7900000000,7896000000.0,4000000.0
128,176,4,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2550000000,2553083333.333333,-3083333.3333330154
100,140,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1700000000,1700000000.0,0.0
325,90,2,2,16500.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2800000000,3225475000.0,-425475000.0
60,79,3,2,2200.0,2.0,tandes,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,1350000000,1497050000.0,-147050000.0
135,250,3,3,2200.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2400000000,3240600000.0,-840600000.0
144,240,4,4,2200.0,1.0,gayungan,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Tidak,3150000000,3248300000.0,-98300000.0
96,132,3,2,3500.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1700000000,1711000000.0,-11000000.0
300,250,4,2,2200.0,1.0,sukomanunggal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,7500000000,3354947619.0476184,4145052380.9523816
124,150,3,2,2200.0,2.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1750000000,1739650000.0,10350000.0
112,115,4,3,2200.0,1.0,tandes,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,2900000000,2236000000.0,664000000.0
114,114,3,2,2200.0,1.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1250000000,1253900000.0,-3900000.0
242,130,4,3,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1750000000,2159825000.0,-409825000.0
102,120,3,2,1300.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1690000000,1388750000.0,301250000.0
96,140,5,3,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1850000000,2231950000.0,-381950000.0
387,500,5,4,4400.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Tidak,2500000000,5353933333.333334,-2853933333.333334
233,261,3,2,5500.0,2.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,5500000000,3994738095.2380958,1505261904.7619042
70,70,2,2,2200.0,2.0,benowo,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Baru,Tidak,Tidak,1700000000,1633690000.0,66310000.0
241,200,3,2,4400.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2300000000,3386033333.333333,-1086033333.333333
272,272,6,4,1300.0,1.0,gayungan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3200000000,3892750000.0,-692750000.0
180,200,3,3,2200.0,2.0,kenjeran,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2700000000,2833100000.0,-133100000.0
345,600,6,5,2200.0,2.0,dukuh pakis,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,16800000000,12295000000.0,4505000000.0
790,500,4,3,3500.0,1.0,sawahan,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,19000000000,16321400000.0,2678600000.0
450,360,6,4,2200.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,7490000000,7565250000.0,-75250000.0
137,95,2,2,2200.0,1.0,pakal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,850000000,1700866666.6666665,-850866666.6666665
108,125,3,2,2200.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Bagus Sekali,Tidak,Tidak,2400000000,2259900000.0,140100000.0
81,100,3,2,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,1500000000,1462300000.0,37700000.0
65,110,3,3,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Tidak,1200000000,1288575000.0,-88575000.0
91,65,2,1,2200.0,1.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,850000000,955825000.0,-105825000.0
200,300,5,2,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3100000000,2670050000.0,429950000.0
67,120,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1100000000,1109700000.0,-9700000.0
72,50,2,1,1300.0,1.0,tenggilis mejoyo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1000000000,964000000.0,36000000.0
144,158,3,3,2200.0,2.0,tandes,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,3600000000,3600000000.0,0.0
72,80,3,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1150000000,2738716666.6666665,-1588716666.6666665
98,90,3,3,2200.0,2.0,gayungan,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2200000000,1567658333.3333335,632341666.6666665
135,100,4,2,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2100000000,1437100000.0,662900000.0
162,210,4,3,3500.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,2600000000,2665959170.128715,-65959170.12871504
700,750,5,5,2200.0,2.0,sukomanunggal,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,18000000000,18446133333.333336,-446133333.3333359
144,220,4,3,3300.0,2.0,wonokromo,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Ya,2500000000,2756437500.0,-256437500.0
78,120,3,2,1300.0,2.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,800000000,1273266666.6666665,-473266666.6666665
300,200,2,1,2200.0,1.0,sukomanunggal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,7500000000,4368000000.0,3132000000.0
100,145,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1720000000,1716693095.2380948,3306904.7619051933
686,686,3,1,2200.0,1.0,tegalsari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,20000000000,20000000000.0,0.0
128,110,2,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2100000000,1954400000.0,145600000.0
135,200,3,3,2200.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,2500000000,3099500000.0,-599500000.0
252,230,5,3,2200.0,1.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2500000000,2599000000.0,-99000000.0
80,83,3,2,1300.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,975000000,1171210000.0,-196210000.0
135,170,4,2,2200.0,2.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1800000000,2153666666.6666665,-353666666.6666665
899,317,4,3,2200.0,2.0,dukuh pakis,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,10000000000,10162066666.666666,-162066666.66666603
300,240,2,2,2200.0,2.0,wonocolo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3750000000,3909600000.0,-159600000.0
207,180,5,2,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,1700000000,1599700000.0,100300000.0
96,152,3,2,2200.0,2.0,lakarsantri,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Bagus,Tidak,Tidak,1200000000,1740650000.0,-540650000.0
66,120,4,2,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1170000000,1169200000.0,800000.0
294,200,6,4,2200.0,1.0,rungkut,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,3000000000,3586500000.0,-586500000.0
103,211,2,2,2200.0,2.0,simokerto,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1650000000,1425300000.0,224700000.0
120,180,4,4,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2750000000,2704850000.0,45150000.0
120,170,4,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,2500000000,2627001488.889938,-127001488.88993788
180,120,4,2,1300.0,2.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1500000000,2263750000.0,-763750000.0
349,250,3,2,4400.0,1.0,dukuh pakis,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,8000000000,4662500000.0,3337500000.0
393,200,6,3,2200.0,1.0,rungkut,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,3100000000,5368800000.0,-2268800000.0
162,210,5,4,3500.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2600000000,3047917417.7473717,-447917417.7473717
65,110,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1300000000,1260333333.3333333,39666666.666666746
610,600,5,5,2200.0,1.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,16500000000,19763500000.0,-3263500000.0
180,100,4,2,2200.0,1.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2200000000,2181625000.0,18375000.0
75,83,3,3,1300.0,2.0,sukolilo,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,1400000000,1426530000.0,-26530000.0
200,125,5,2,2200.0,1.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,1600000000,2094750000.0,-494750000.0
100,200,7,4,3300.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Ya,Tidak,1500000000,1460000000.0,40000000.0
180,150,3,3,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2100000000,2776500000.0,-676500000.0
84,60,2,1,2200.0,1.0,rungkut,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Tidak,1250000000,770600000.0,479400000.0
323,350,4,4,2200.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3600000000,4776000000.0,-1176000000.0
100,155,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1620000000,1744425000.0,-124425000.0
112,120,3,2,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1500000000,1385030000.0,114970000.0
135,135,3,1,1300.0,1.0,mulyorejo,"Lainnya (PPJB,Girik,Adat,dll)",Unfurnished,Butuh Renovasi,Tidak,Ya,1900000000,1742800000.0,157200000.0
156,256,4,3,5500.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,3050000000,3059200000.0,-9200000.0
50,110,3,3,3500.0,3.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Baru,Tidak,Tidak,950000000,2623666666.666667,-1673666666.666667
325,265,5,4,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Tidak,Tidak,3700000000,3667650000.0,32350000.0
96,90,2,1,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1030000000,1029700000.0,300000.0
240,350,6,7,5500.0,2.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Unknown,Unknown,5800000000,5433000000.0,367000000.0
120,170,4,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,2500000000,2627001488.889938,-127001488.88993788
114,114,2,1,2200.0,1.0,tambaksari,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1020000000,1168900000.0,-148900000.0
120,58,2,1,1300.0,1.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1200000000,1021547857.1428571,178452142.85714293
134,120,2,2,2200.0,1.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Ya,Ya,5500000000,2059133333.3333335,3440866666.6666665
75,115,3,2,5500.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1390000000,1469400000.0,-79400000.0
100,128,4,2,2200.0,2.0,wonocolo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1900000000,1819900000.0,80100000.0
189,320,4,4,2200.0,1.0,dukuh pakis,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,4000000000,4295500000.0,-295500000.0
250,400,4,2,2200.0,2.0,wonocolo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Ya,Ya,3200000000,3927916666.666667,-727916666.666667
264,465,6,7,2200.0,1.0,sambikerep,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,7500000000,5945500000.0,1554500000.0
112,110,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Ya,1850000000,1841882777.7777777,8117222.222222328
66,120,3,2,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,1250000000,1174250000.0,75750000.0
240,160,3,1,2200.0,1.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Tidak,Ya,3400000000,3612000000.0,-212000000.0
240,300,4,4,10600.0,2.0,sambikerep,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3500000000,5363500000.0,-1863500000.0
87,120,3,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1690000000,1698500000.0,-8500000.0
300,550,4,5,5500.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,Unknown,Unknown,4500000000,5346000000.0,-846000000.0
128,160,4,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,2300000000,2342000000.0,-42000000.0
87,120,3,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Tidak,1690000000,1698500000.0,-8500000.0
371,260,4,2,2200.0,1.0,dukuh pakis,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Tidak,4800000000,5532250000.0,-732250000.0
60,54,3,2,1300.0,1.0,gubeng,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Ya,Ya,840000000,807160000.0,32840000.0
330,500,5,2,2200.0,2.0,krembangan,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,4500000000,6861100000.0,-2361100000.0
60,94,3,3,2200.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1300000000,1363750000.0,-63750000.0
105,188,5,3,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,1300000000,2193766666.666667,-893766666.666667
75,115,3,4,2200.0,2.0,mulyorejo,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,1650000000,1649480439.5604398,519560.43956017494
136,200,4,3,2200.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,2850000000,2957900000.0,-107900000.0
160,120,3,2,2200.0,1.0,wiyung,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,3200000000,4236000000.0,-1036000000.0
91,95,3,2,1300.0,2.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,900000000,1080640000.0,-180640000.0
344,390,5,5,2200.0,2.0,lakarsantri,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Ya,5600000000,6390000000.0,-790000000.0
72,58,2,1,1300.0,1.0,pakal,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Tidak,785000000,785000000.0,0.0
325,300,5,4,1300.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,3300000000,3662800000.0,-362800000.0
115,180,4,4,3500.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Ya,Tidak,775000000,4208100000.0,-3433100000.0
96,90,2,1,2200.0,1.0,rungkut,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,Tidak,Ya,1030000000,1026600000.0,3400000.0
225,280,5,4,3500.0,2.0,gayungan,SHM - Sertifikat Hak Milik,Unfurnished,Baru,Tidak,Ya,4800000000,4813800000.0,-13800000.0
120,124,4,4,2200.0,2.0,wiyung,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,2500000000,4066433333.333334,-1566433333.333334
72,60,2,1,2200.0,1.0,pakal,HGB - Hak Guna Bangunan,Unfurnished,Bagus,Tidak,Tidak,750000000,768310000.0,-18310000.0
72,144,3,2,1300.0,1.0,benowo,SHM - Sertifikat Hak Milik,Unfurnished,Unknown,Ya,Ya,880000000,1230920000.0,-350920000.0
180,330,5,3,4400.0,2.0,sukolilo,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,Tidak,Ya,4000000000,3723886111.1111107,276113888.8888893
