Kecamatan,Cluster,Price,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti
pakal,1,700000000,2,1,105,70,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Ya,,,Tidak,Bagus
benowo,1,700000000,3,1,112,70,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,1.0,Utara,Unknown,,,Unknown,Bagus
lakarsantri,0,700000000,2,1,112,60,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tambaksari,1,700000000,3,1,112,90,SHM - Sertifikat Hak Milik,900.0,,,Unfurnished,1.0,Unknown,Unknown,,,Unknown,Butuh Renovasi
pakal,1,700000000,3,2,120,80,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,,,Tidak,Bagus
sambikerep,1,700000000,3,2,135,260,HGB - Hak Guna Bangunan,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus
gubeng,0,700000000,6,3,160,220,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Tidak,1 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,2,700000000,5,3,240,275,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,4 Mobil,PAM atau PDAM,Tidak,Unknown
wiyung,2,700000000,5,4,256,400,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,1.0,Unknown,Unknown,,,Unknown,Bagus
wiyung,2,700000000,4,4,300,420,SHM - Sertifikat Hak Milik,6600.0,Ya,Ya,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,1,714000000,2,1,75,60,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
rungkut,0,715000000,2,2,50,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,715000000,2,2,50,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,715000000,2,2,50,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,720000000,3,2,57,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,720000000,3,2,57,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,720000000,3,2,57,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,720000000,3,2,57,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
benowo,0,720000000,2,2,62,56,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,725000000,2,2,45,60,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,725000000,2,2,45,60,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Tenggara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,725000000,2,2,45,60,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Tenggara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,725000000,2,2,52,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,725000000,2,2,52,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,0,725000000,2,1,52,90,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
kenjeran,1,725000000,3,2,59,57,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi
benowo,0,725000000,4,2,72,140,SHM - Sertifikat Hak Milik,1300.0,,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,1,725000000,2,1,84,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,,Tidak,Baru
benowo,1,725000000,3,2,114,114,SHM - Sertifikat Hak Milik,900.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
bubutan,0,725000000,2,2,127,187,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,,,Unfurnished,2.0,Unknown,Unknown,,,Unknown,Bagus
wiyung,0,727000000,3,3,180,300,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Bagus
benowo,1,730000000,2,2,91,91,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,,Tidak,Baru
benowo,1,730000000,3,2,114,114,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Unknown,Ya,,PAM atau PDAM,Tidak,Bagus
benowo,1,730000000,3,2,114,114,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Ya,,PAM atau PDAM,Tidak,Bagus
benowo,1,730000000,3,2,114,114,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Unknown
rungkut,1,735000000,3,1,101,65,SHM - Sertifikat Hak Milik,1300.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,0,740000000,3,2,52,88,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
pakal,1,745000000,2,1,78,55,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi
rungkut,1,745000000,5,2,96,200,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tambaksari,0,750000000,3,2,50,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,750000000,3,2,52,85,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur Laut,Tidak,2 Mobil,,Tidak,Unknown
kenjeran,1,750000000,2,1,57,50,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi
tambaksari,0,750000000,3,2,58,80,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi
tambaksari,0,750000000,3,2,58,80,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tambaksari,1,750000000,3,2,58,80,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus
kenjeran,0,750000000,3,2,60,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,1,750000000,2,1,60,50,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Unknown
rungkut,1,750000000,2,1,60,50,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
kenjeran,1,750000000,2,1,65,55,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
pakal,1,750000000,1,1,72,72,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
pakal,1,750000000,3,1,72,63,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Barat,Ya,,PAM atau PDAM,Tidak,Bagus
pakal,1,750000000,2,1,72,60,HGB - Hak Guna Bangunan,2200.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
rungkut,1,750000000,2,1,78,78,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Unknown
rungkut,1,750000000,2,1,80,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Unknown,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
asemrowo,1,750000000,4,2,84,120,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,1.0,Timur,Unknown,,,Unknown,Bagus Sekali
asemrowo,0,750000000,4,2,84,120,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,2.0,Timur,Unknown,,,Unknown,Bagus Sekali
asemrowo,1,750000000,4,2,84,120,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,1.0,Timur,Unknown,,,Unknown,Bagus Sekali
mulyorejo,1,750000000,1,1,84,84,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
mulyorejo,1,750000000,1,1,84,84,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
rungkut,1,750000000,3,1,84,74,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,1 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,1,750000000,2,1,90,66,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,1,750000000,2,1,90,66,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi
rungkut,1,750000000,2,1,90,90,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Butuh Renovasi
tambaksari,1,750000000,2,1,90,90,HGB - Hak Guna Bangunan,2200.0,,,Unfurnished,1.0,Unknown,Unknown,,,Unknown,Bagus
pakal,1,750000000,2,1,91,56,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,,,Tidak,Bagus
tambaksari,1,750000000,2,1,91,77,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat Daya,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
sukolilo,1,750000000,3,2,96,96,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Utara,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
pakal,1,750000000,2,1,97,50,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,1,750000000,2,1,98,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
gubeng,0,750000000,3,2,100,70,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
gubeng,0,750000000,3,2,100,70,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
gubeng,0,750000000,3,2,100,70,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,750000000,2,1,100,100,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus
lakarsantri,0,750000000,3,1,105,105,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Bagus
pakal,1,750000000,2,1,105,70,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,,PAM atau PDAM,Tidak,Bagus
tandes,0,750000000,5,2,108,108,SHM - Sertifikat Hak Milik,900.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,1,750000000,2,1,113,72,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Butuh Renovasi
lakarsantri,1,750000000,2,1,120,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,2 Mobil,,Tidak,Butuh Renovasi
lakarsantri,1,750000000,2,1,120,120,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
lakarsantri,1,750000000,2,1,120,100,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
tambaksari,1,750000000,3,2,128,80,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Butuh Renovasi
rungkut,1,760000000,3,1,75,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,760000000,2,1,84,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Unknown,Ya,2 Mobil,,Tidak,Baru
rungkut,0,765000000,3,2,54,80,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Ya,Baru
rungkut,0,765000000,3,2,54,80,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur Laut,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
tandes,1,765000000,3,1,78,90,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Barat,Tidak,,,Tidak,Sudah Renovasi
rungkut,1,765000000,2,1,84,80,SHM - Sertifikat Hak Milik,1300.0,,,Unfurnished,1.0,Unknown,Unknown,,,Unknown,Sudah Renovasi
rungkut,1,765000000,2,1,84,80,SHM - Sertifikat Hak Milik,1300.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Sudah Renovasi
rungkut,0,770000000,3,2,50,57,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Barat Laut,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,770000000,3,2,52,57,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Barat Daya,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,0,775000000,2,2,48,60,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
jambangan,0,775000000,2,2,51,60,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,2.0,Unknown,Unknown,,,Unknown,Baru
rungkut,0,775000000,3,3,52,72,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
kenjeran,0,775000000,2,2,59,120,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,0,775000000,3,2,60,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
lakarsantri,1,775000000,2,1,72,72,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,,Tidak,Bagus
wonokromo,0,775000000,2,2,77,77,"Lainnya (PPJB,Girik,Adat,dll)",1300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,,PAM atau PDAM,Tidak,Bagus
lakarsantri,1,775000000,2,2,90,90,SHM - Sertifikat Hak Milik,900.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
benowo,1,775000000,3,1,98,60,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Bagus
wiyung,0,775000000,4,4,115,180,HGB - Hak Guna Bangunan,3500.0,,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Ya,Bagus
benowo,1,775000000,2,1,120,450,HGB - Hak Guna Bangunan,2200.0,,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
pakal,1,775000000,2,1,120,80,SHM - Sertifikat Hak Milik,2200.0,Tidak,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,0,775000000,3,2,123,80,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,0,775000000,5,4,135,170,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Bagus
benowo,1,775000000,2,2,137,95,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,1,780000000,2,1,84,60,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
lakarsantri,1,780000000,2,2,90,80,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Bagus
rungkut,0,783000000,3,2,55,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
sambikerep,1,785000000,3,2,71,70,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
pakal,1,785000000,2,1,72,58,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Barat Laut,Tidak,2 Mobil,,Tidak,Bagus
pakal,1,785000000,2,1,72,58,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Barat Laut,Tidak,2 Mobil,,Tidak,Bagus
pakal,1,785000000,2,1,72,58,SHM - Sertifikat Hak Milik,1300.0,,Tidak,Unfurnished,1.0,Barat Laut,Tidak,2 Mobil,,Tidak,Bagus
pakal,1,785000000,2,1,72,58,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Barat Laut,Tidak,2 Mobil,,Tidak,Bagus
pakal,1,785000000,2,1,72,58,SHM - Sertifikat Hak Milik,1300.0,,Tidak,Unfurnished,1.0,Barat Laut,Tidak,2 Mobil,,Tidak,Bagus
pakal,1,785000000,2,1,72,58,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,Barat Laut,Tidak,2 Mobil,,Tidak,Bagus
pakal,1,785000000,2,1,72,58,SHM - Sertifikat Hak Milik,1300.0,,Tidak,Unfurnished,1.0,Barat Laut,Tidak,2 Mobil,,Tidak,Bagus
pakal,1,785000000,2,1,72,58,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat Laut,Tidak,2 Mobil,,Tidak,Bagus
rungkut,1,785000000,2,1,90,90,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
rungkut,1,785000000,2,1,90,90,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Unknown,Tidak,,,Tidak,Bagus
rungkut,1,785000000,2,1,100,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
pakal,1,790000000,1,1,72,50,HGB - Hak Guna Bangunan,1300.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
tandes,1,790000000,3,2,78,114,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Barat,Ya,1 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi
benowo,0,790000000,4,2,90,90,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,,PAM atau PDAM,Tidak,Sudah Renovasi
sambikerep,0,790000000,3,2,102,125,"Lainnya (PPJB,Girik,Adat,dll)",1300.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
gubeng,0,795000000,6,3,55,55,"Lainnya (PPJB,Girik,Adat,dll)",1300.0,,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
kenjeran,0,795000000,3,2,65,75,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,795000000,2,2,78,78,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Tidak,Unknown
rungkut,0,795000000,4,3,79,120,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,0,795000000,4,3,81,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
rungkut,0,795000000,5,2,81,120,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,,Tidak,Baru
wiyung,0,795000000,3,3,84,111,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,PAM atau PDAM,Tidak,Baru
rungkut,1,795000000,3,1,100,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,795000000,3,1,100,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,795000000,3,1,100,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,795000000,3,1,100,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
rungkut,1,795000000,2,1,100,55,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
gayungan,0,795000000,5,2,131,150,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
wiyung,2,797000000,4,4,300,450,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,,Tidak,Bagus
rungkut,0,799000000,3,3,52,72,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
rungkut,0,799000000,3,3,52,72,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
tandes,1,799000000,3,1,84,84,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus
dukuh pakis,1,800000000,2,2,45,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Ya,Baru
gubeng,1,800000000,2,2,45,60,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
mulyorejo,0,800000000,2,1,45,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,1,800000000,2,1,45,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,1.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,0,800000000,2,1,45,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,0,800000000,2,1,45,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,0,800000000,2,1,45,50,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Unknown,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,0,800000000,2,1,45,90,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,0,800000000,2,2,45,59,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru
sukolilo,0,800000000,2,2,45,70,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Tidak,Tidak,Unfurnished,2.0,Unknown,Tidak,,,Tidak,Baru
